GAME_ID,GAME_DATE_EST,TEAM_ID_home,PTS_home,SEASON,TEAM_ID_away,PTS_away
858234,2023-02-15,21,133,2022,11,96
858235,2023-02-15,12,117,2022,5,113
858236,2023-02-15,8,118,2022,7,109
858237,2023-02-16,5,100,2022,17,112
858238,2023-02-16,24,107,2022,13,116
858239,2023-02-16,18,106,2022,30,114
858240,2023-02-23,7,142,2022,27,116
858241,2023-02-23,29,120,2022,21,119
858242,2023-02-23,23,110,2022,15,105
858243,2023-02-23,6,109,2022,8,115
858244,2023-02-23,28,115,2022,19,110
858245,2023-02-23,14,124,2022,10,111
858246,2023-02-23,12,138,2022,2,142
858247,2023-02-23,26,133,2022,25,116
858248,2023-02-23,22,108,2022,9,106
858249,2023-02-24,1,136,2022,6,119
858250,2023-02-24,30,109,2022,20,115
858251,2023-02-24,13,175,2022,26,176
858252,2023-02-24,24,124,2022,21,115
858253,2023-02-24,17,128,2022,16,99
858254,2023-02-24,18,113,2022,4,121
858255,2023-02-24,5,131,2022,3,87
858256,2023-02-24,10,116,2022,11,101
858257,2023-02-25,9,91,2022,28,95
858258,2023-02-25,22,108,2022,12,121
858259,2023-02-25,4,108,2022,16,103
858260,2023-02-25,23,107,2022,2,110
858261,2023-02-25,29,118,2022,27,102
858262,2023-02-25,20,128,2022,19,106
858263,2023-02-25,15,112,2022,8,94
858264,2023-02-26,8,134,2022,13,124
858265,2023-02-26,10,109,2022,18,104
858266,2023-02-26,1,129,2022,3,127
858267,2023-02-26,17,104,2022,24,101
858268,2023-02-26,7,108,2022,14,111
858269,2023-02-26,5,102,2022,30,82
858270,2023-02-26,6,118,2022,28,93
858271,2023-02-26,25,131,2022,11,114
858272,2023-02-26,21,115,2022,26,124
858273,2023-02-27,20,109,2022,2,94
858274,2023-02-27,19,93,2022,22,101
858275,2023-02-27,23,99,2022,16,101
858276,2023-02-27,4,117,2022,9,106
858277,2023-02-28,29,94,2022,27,102
858278,2023-02-28,13,101,2022,18,108
858279,2023-02-28,11,112,2022,8,133
858280,2023-02-28,1,116,2022,30,119
858281,2023-02-28,7,122,2022,12,124
858282,2023-02-28,3,104,2022,17,118
858283,2023-02-28,21,117,2022,26,123
858284,2023-02-28,15,121,2022,14,109
858285,2023-02-28,28,104,2022,5,98
858286,2023-02-28,10,123,2022,25,105
858287,2023-03-01,25,110,2022,19,121
858288,2023-03-01,20,142,2022,3,118
858289,2023-03-01,16,96,2022,23,119
858290,2023-03-01,2,117,2022,6,113
858291,2023-03-01,17,139,2022,22,117
858292,2023-03-01,21,117,2022,14,123
858293,2023-03-01,11,99,2022,15,113
858294,2023-03-01,9,115,2022,5,117
858295,2023-03-01,4,91,2022,24,105
858296,2023-03-02,30,119,2022,28,108
858297,2023-03-02,27,110,2022,12,99
858298,2023-03-02,10,115,2022,13,91
858299,2023-03-02,7,133,2022,23,126
858300,2023-03-03,26,128,2022,13,127
858301,2023-03-03,14,102,2022,18,110
858302,2023-03-03,4,106,2022,22,117
858303,2023-03-03,1,129,2022,25,111
858304,2023-03-03,5,104,2022,24,125
858305,2023-03-03,16,120,2022,20,122
858306,2023-03-03,8,113,2022,15,97
858307,2023-03-03,2,105,2022,3,115
858308,2023-03-03,21,130,2022,29,103
858309,2023-03-03,10,108,2022,19,99
858310,2023-03-04,17,130,2022,23,133
858311,2023-03-04,30,109,2022,28,116
858312,2023-03-04,26,134,2022,18,138
858313,2023-03-04,27,110,2022,11,122
858314,2023-03-04,16,117,2022,1,109
858315,2023-03-04,6,114,2022,9,90
858316,2023-03-05,2,129,2022,20,131
858317,2023-03-05,14,113,2022,10,105
858318,2023-03-05,21,129,2022,29,119
858319,2023-03-05,7,126,2022,24,130
858320,2023-03-05,5,122,2022,12,125
858321,2023-03-05,11,142,2022,27,110
858322,2023-03-05,3,102,2022,4,86
858323,2023-03-05,22,119,2022,25,122
858324,2023-03-05,13,135,2022,15,129
858325,2023-03-06,30,111,2022,17,117
858326,2023-03-06,16,130,2022,1,128
858327,2023-03-06,8,118,2022,28,113
858328,2023-03-06,6,118,2022,2,114
858329,2023-03-06,26,123,2022,19,108
858330,2023-03-06,12,143,2022,23,147
858331,2023-03-07,20,105,2022,4,112
858332,2023-03-07,9,104,2022,25,110
858333,2023-03-07,21,137,2022,10,128
858334,2023-03-07,18,94,2022,23,117
858335,2023-03-07,11,96,2022,3,118
858336,2023-03-07,7,120,2022,29,116
858337,2023-03-07,22,123,2022,17,134
858338,2023-03-07,14,112,2022,15,103
858339,2023-03-08,16,100,2022,6,104
858340,2023-03-08,19,113,2022,7,106
858341,2023-03-08,30,120,2022,1,122
858342,2023-03-08,8,96,2022,5,117
858343,2023-03-08,2,115,2022,25,93
858344,2023-03-08,24,132,2022,21,101
858345,2023-03-08,13,108,2022,28,100
858346,2023-03-09,9,103,2022,4,113
858347,2023-03-09,22,124,2022,29,131
858348,2023-03-09,26,122,2022,20,117
858349,2023-03-09,15,131,2022,10,110
858350,2023-03-09,12,134,2022,11,125
858351,2023-03-09,17,118,2022,3,113
858352,2023-03-10,18,123,2022,3,124
858353,2023-03-10,14,122,2022,28,112
858354,2023-03-10,30,107,2022,1,114
858355,2023-03-10,27,128,2022,8,120
858356,2023-03-10,23,120,2022,25,119
858357,2023-03-10,16,119,2022,6,115
858358,2023-03-11,10,125,2022,17,116
858359,2023-03-11,24,119,2022,26,128
858360,2023-03-11,13,106,2022,20,95
858361,2023-03-11,9,115,2022,12,121
858362,2023-03-11,19,96,2022,21,110
858363,2023-03-11,22,126,2022,16,114
858364,2023-03-11,4,111,2022,29,119
858365,2023-03-11,11,111,2022,5,119
858366,2023-03-11,1,125,2022,2,134
858367,2023-03-11,15,112,2022,7,108
858368,2023-03-12,23,112,2022,30,93
858369,2023-03-12,8,120,2022,3,122
858370,2023-03-12,19,127,2022,25,110
858371,2023-03-12,27,90,2022,21,102
858372,2023-03-12,4,108,2022,6,114
858373,2023-03-12,14,108,2022,20,112
858374,2023-03-13,16,119,2022,29,115
858375,2023-03-13,10,123,2022,24,112
858376,2023-03-13,11,111,2022,2,109
858377,2023-03-13,1,115,2022,18,136
858378,2023-03-13,7,88,2022,15,104
858379,2023-03-13,9,117,2022,12,97
858380,2023-03-13,26,124,2022,17,133
858381,2023-03-14,21,121,2022,3,107
858382,2023-03-14,19,108,2022,14,123
858383,2023-03-14,4,104,2022,6,120
858384,2023-03-14,27,132,2022,22,114
858385,2023-03-14,30,117,2022,9,97
858386,2023-03-14,28,125,2022,8,110
858387,2023-03-14,24,104,2022,17,116
858388,2023-03-14,25,107,2022,20,123
858389,2023-03-15,27,128,2022,7,137
858390,2023-03-15,18,102,2022,2,104
858391,2023-03-15,11,114,2022,14,110
858392,2023-03-15,13,134,2022,10,126
858393,2023-03-15,6,109,2022,23,118
858394,2023-03-15,16,138,2022,15,119
858395,2023-03-15,5,114,2022,26,117
858396,2023-03-16,17,123,2022,12,139
858397,2023-03-16,24,116,2022,22,113
858398,2023-03-16,9,100,2022,8,119
858399,2023-03-16,28,128,2022,21,111
858400,2023-03-16,3,96,2022,26,101
858401,2023-03-17,5,139,2022,18,131
858402,2023-03-17,6,117,2022,30,94
858403,2023-03-17,25,112,2022,2,126
858404,2023-03-17,14,110,2022,7,111
858405,2023-03-17,11,114,2022,19,112
858406,2023-03-17,1,127,2022,10,119
858407,2023-03-17,27,120,2022,15,126
858408,2023-03-17,4,82,2022,23,121
858409,2023-03-18,12,121,2022,23,141
858410,2023-03-18,30,118,2022,26,132
858411,2023-03-18,20,116,2022,8,110
858412,2023-03-18,5,113,2022,16,99
858413,2023-03-18,13,108,2022,22,113
858414,2023-03-18,15,133,2022,10,119
858415,2023-03-18,28,122,2022,18,107
858416,2023-03-18,29,118,2022,2,117
858417,2023-03-19,27,126,2022,1,118
858418,2023-03-19,11,107,2022,19,117
858419,2023-03-19,9,100,2022,16,112
858420,2023-03-19,14,111,2022,22,105
858421,2023-03-19,25,102,2022,13,117
858422,2023-03-19,21,124,2022,24,120
858423,2023-03-19,17,118,2022,28,111
858424,2023-03-19,3,102,2022,8,108
858425,2023-03-20,4,115,2022,12,109
858426,2023-03-20,23,105,2022,5,109
858427,2023-03-20,15,112,2022,7,108
858428,2023-03-20,20,134,2022,18,140
858429,2023-03-20,29,128,2022,26,120
858430,2023-03-20,11,108,2022,10,121
858431,2023-03-21,3,109,2022,6,115
858432,2023-03-21,22,122,2022,30,112
858433,2023-03-21,1,129,2022,9,107
858434,2023-03-21,26,109,2022,2,132
858435,2023-03-21,19,119,2022,27,84
858436,2023-03-21,13,100,2022,21,101
858437,2023-03-22,29,115,2022,25,127
858438,2023-03-22,14,122,2022,24,111
858439,2023-03-22,30,104,2022,8,118
858440,2023-03-22,16,127,2022,20,120
858441,2023-03-22,28,114,2022,12,118
858442,2023-03-22,17,130,2022,27,94
858443,2023-03-22,15,130,2022,11,125
858444,2023-03-22,7,125,2022,10,127
858445,2023-03-22,5,91,2022,23,116
858446,2023-03-22,18,125,2022,1,124
858447,2023-03-23,22,111,2022,20,106
858448,2023-03-23,19,115,2022,4,96
858449,2023-03-23,13,127,2022,21,105
858450,2023-03-23,3,114,2022,6,116
858451,2023-03-24,14,116,2022,21,111
858452,2023-03-24,25,96,2022,5,124
858453,2023-03-24,28,118,2022,9,97
858454,2023-03-24,10,120,2022,23,112
858455,2023-03-24,7,109,2022,4,117
858456,2023-03-24,15,151,2022,11,114
858457,2023-03-24,2,120,2022,12,95
858458,2023-03-24,29,116,2022,17,144
858459,2023-03-24,30,136,2022,27,124
858460,2023-03-24,26,135,2022,24,127
858461,2023-03-25,1,143,2022,12,130
858462,2023-03-25,24,125,2022,23,105
858463,2023-03-25,8,129,2022,17,106
858464,2023-03-25,13,110,2022,19,131
858465,2023-03-25,26,121,2022,29,113
858466,2023-03-25,16,100,2022,3,129
858467,2023-03-26,10,96,2022,18,99
858468,2023-03-26,2,137,2022,27,93
858469,2023-03-26,22,119,2022,3,106
858470,2023-03-26,14,108,2022,5,118
858471,2023-03-26,4,110,2022,7,104
858472,2023-03-26,6,108,2022,11,91
858473,2023-03-26,28,114,2022,30,104
858474,2023-03-26,1,119,2022,15,123
858475,2023-03-26,25,112,2022,21,118
858476,2023-03-27,9,117,2022,17,126
858477,2023-03-27,8,116,2022,23,111
858478,2023-03-27,26,115,2022,18,119
858479,2023-03-27,20,137,2022,11,115
858480,2023-03-27,29,103,2022,24,117
858481,2023-03-27,25,90,2022,19,124
858482,2023-03-27,13,124,2022,5,112
858483,2023-03-27,12,104,2022,7,127
858484,2023-03-28,1,120,2022,6,118
858485,2023-03-28,28,106,2022,16,92
858486,2023-03-28,10,120,2022,19,109
858487,2023-03-28,30,130,2022,2,111
858488,2023-03-28,21,134,2022,4,137
858489,2023-03-28,15,113,2022,22,108
858490,2023-03-29,24,107,2022,18,100
858491,2023-03-29,25,80,2022,26,120
858492,2023-03-29,23,116,2022,7,108
858493,2023-03-29,15,132,2022,13,141
858494,2023-03-29,12,136,2022,17,149
858495,2023-03-29,21,107,2022,9,106
858496,2023-03-29,5,110,2022,14,121
858497,2023-03-29,20,101,2022,16,92
858498,2023-03-29,3,123,2022,11,114
858499,2023-03-29,27,117,2022,29,128
858500,2023-03-30,8,88,2022,19,107
858501,2023-03-30,17,99,2022,2,140
858502,2023-03-31,15,108,2022,13,94
858503,2023-03-31,18,111,2022,14,123
858504,2023-03-31,6,116,2022,20,130
858505,2023-03-31,23,117,2022,28,110
858506,2023-03-31,2,122,2022,29,114
858507,2023-03-31,11,121,2022,9,115
858508,2023-03-31,3,124,2022,1,107
858509,2023-03-31,12,121,2022,21,117
858510,2023-03-31,4,91,2022,5,121
858511,2023-03-31,30,109,2022,22,116
858512,2023-03-31,10,130,2022,27,115
858513,2023-03-31,25,114,2022,26,138
858514,2023-03-31,24,100,2022,8,93
858515,2023-04-01,19,122,2022,13,114
858516,2023-04-01,16,129,2022,7,122
858517,2023-04-02,5,128,2022,15,107
858518,2023-04-02,11,109,2022,14,134
858519,2023-04-02,3,111,2022,29,110
858520,2023-04-02,4,108,2022,28,128
858521,2023-04-02,20,118,2022,30,109
858522,2023-04-02,21,118,2022,24,128
858523,2023-04-02,18,105,2022,25,107
858524,2023-04-02,1,132,2022,7,130
858525,2023-04-02,26,134,2022,27,142
858526,2023-04-02,22,128,2022,9,102
858527,2023-04-02,6,115,2022,12,105
858528,2023-04-02,17,117,2022,23,104
858529,2023-04-02,8,112,2022,10,110
858530,2023-04-04,11,124,2022,8,103
858531,2023-04-04,22,113,2022,6,117
858532,2023-04-04,9,105,2022,16,118
858533,2023-04-04,4,100,2022,28,120
858534,2023-04-04,5,105,2022,1,123
858535,2023-04-04,23,103,2022,2,101
858536,2023-04-04,3,102,2022,18,107
858537,2023-04-04,19,103,2022,26,121
858538,2023-04-04,15,119,2022,25,109
858539,2023-04-04,30,128,2022,17,140
858540,2023-04-04,29,133,2022,14,135
858541,2023-04-04,10,136,2022,21,125
858542,2023-04-04,24,115,2022,27,94
858543,2023-04-05,9,108,2022,3,123
858544,2023-04-05,1,134,2022,30,116
858545,2023-04-05,2,97,2022,28,93
858546,2023-04-05,19,138,2022,15,131
858547,2023-04-05,12,129,2022,20,138
858548,2023-04-05,7,123,2022,26,119
858549,2023-04-05,13,125,2022,14,118
858550,2023-04-05,17,105,2022,5,92
858551,2023-04-06,29,98,2022,21,114
858552,2023-04-06,24,119,2022,8,115
858553,2023-04-06,27,129,2022,25,127
858554,2023-04-06,22,94,2022,6,118
858555,2023-04-06,23,101,2022,16,129
858556,2023-04-07,17,114,2022,15,137
858557,2023-04-07,19,113,2022,20,105
858558,2023-04-07,1,131,2022,23,136
858559,2023-04-07,7,112,2022,5,115
858560,2023-04-07,2,121,2022,28,102
858561,2023-04-07,30,114,2022,16,108
858562,2023-04-07,4,109,2022,11,112
858563,2023-04-07,26,97,2022,10,119
858564,2023-04-07,3,101,2022,22,84
858565,2023-04-07,12,115,2022,9,122
858566,2023-04-07,14,121,2022,24,107
858567,2023-04-08,29,118,2022,8,114
858568,2023-04-08,27,131,2022,18,151
858569,2023-04-08,13,136,2022,25,125
858570,2023-04-09,6,95,2022,4,106
858571,2023-04-09,7,117,2022,27,138
858572,2023-04-09,16,123,2022,22,110
858573,2023-04-09,28,121,2022,17,105
858574,2023-04-09,2,120,2022,1,114
858575,2023-04-09,5,103,2022,9,81
858576,2023-04-09,30,109,2022,11,114
858577,2023-04-09,3,105,2022,23,134
858578,2023-04-09,18,113,2022,19,108
858579,2023-04-09,20,136,2022,12,141
858580,2023-04-09,21,115,2022,15,100
858581,2023-04-09,8,109,2022,26,95
858582,2023-04-09,25,101,2022,10,157
858583,2023-04-09,14,128,2022,29,117
858584,2023-04-09,24,114,2022,13,119
890550,2023-04-11,16,105,2022,1,116
890551,2023-04-11,14,108,2022,18,102
890552,2023-04-12,28,105,2022,5,109
890553,2023-04-12,19,118,2022,21,123
890554,2023-04-15,23,121,2022,3,101
890555,2023-04-15,6,97,2022,20,101
890556,2023-04-15,26,126,2022,10,123
890557,2023-04-16,24,110,2022,13,115
891700,2023-04-15,2,112,2022,1,99
891774,2023-04-16,15,112,2022,14,128
892493,2023-04-17,23,96,2022,3,84
892494,2023-04-17,26,114,2022,10,106
892495,2023-04-18,2,119,2022,1,106
892496,2023-04-18,6,107,2022,20,90
892497,2023-04-18,24,123,2022,13,109
892498,2023-04-19,15,103,2022,14,93
892499,2023-04-20,3,97,2022,23,102
892500,2023-04-20,10,114,2022,26,97
892501,2023-04-20,13,124,2022,24,129
892502,2023-04-21,1,130,2022,2,122
892503,2023-04-21,20,99,2022,6,79
892504,2023-04-22,3,88,2022,23,96
892505,2023-04-22,14,111,2022,15,101
892506,2023-04-22,13,100,2022,24,112
892507,2023-04-23,1,121,2022,2,129
892508,2023-04-23,20,102,2022,6,93
892509,2023-04-23,10,126,2022,26,125
892511,2023-04-24,14,117,2022,15,111
892512,2023-04-25,2,117,2022,1,119
892513,2023-04-25,24,136,2022,13,130
892514,2023-04-26,6,95,2022,20,106
892515,2023-04-26,15,116,2022,14,99
892516,2023-04-26,26,116,2022,10,123
892517,2023-04-27,1,120,2022,2,128
892521,2023-04-28,14,125,2022,15,85
892522,2023-04-28,10,99,2022,26,118
892528,2023-04-30,26,100,2022,10,120
894221,2023-04-14,16,102,2022,5,91
894953,2023-04-14,18,120,2022,21,95
906726,2023-04-16,17,117,2022,16,130
906734,2023-04-19,17,138,2022,16,122
906741,2023-04-22,16,121,2022,17,99
906748,2023-04-24,16,119,2022,17,114
906753,2023-04-26,17,126,2022,16,128
907511,2023-04-16,8,109,2022,18,80
907520,2023-04-19,8,122,2022,18,113
907527,2023-04-21,18,111,2022,8,120
907534,2023-04-23,18,114,2022,8,108
907540,2023-04-25,8,112,2022,18,109
967800,2023-04-29,8,125,2022,24,107
967805,2023-05-01,8,97,2022,24,87
967806,2023-05-05,24,121,2022,8,114
967807,2023-05-07,24,129,2022,8,124
967808,2023-05-09,8,118,2022,24,102
967809,2023-05-11,24,100,2022,8,125
970431,2023-04-30,20,101,2022,16,108
970433,2023-05-02,20,111,2022,16,105
970435,2023-05-06,16,105,2022,20,86
970437,2023-05-08,16,109,2022,20,101
970439,2023-05-10,20,112,2022,16,103
970441,2023-05-12,16,96,2022,20,92
972853,2023-05-01,2,115,2022,23,119
972856,2023-05-03,2,121,2022,23,87
972857,2023-05-05,23,102,2022,2,114
972860,2023-05-07,23,116,2022,2,115
972863,2023-05-09,2,103,2022,23,115
972866,2023-05-11,23,86,2022,2,95
972869,2023-05-14,2,112,2022,23,88
981609,2023-05-02,10,112,2022,14,117
981611,2023-05-04,10,127,2022,14,100
981615,2023-05-06,14,127,2022,10,97
981619,2023-05-08,14,104,2022,10,101
981623,2023-05-10,10,121,2022,14,106
981627,2023-05-12,14,122,2022,10,101
1007815,2023-05-16,8,132,2022,14,126
1007816,2023-05-17,2,116,2022,16,123
1007817,2023-05-18,8,108,2022,14,103
1007818,2023-05-19,2,105,2022,16,111
1007819,2023-05-20,14,108,2022,8,119
1007820,2023-05-21,16,128,2022,2,102
1007821,2023-05-22,14,111,2022,8,113
1007822,2023-05-23,16,99,2022,2,116
1007824,2023-05-25,2,110,2022,16,97
1007826,2023-05-27,16,103,2022,2,104
1007828,2023-05-29,2,84,2022,16,103
1011165,2023-06-01,8,104,2022,16,93
1011166,2023-06-04,8,108,2022,16,111
1011167,2023-06-07,16,94,2022,8,109
1011168,2023-06-09,16,95,2022,8,108
1011169,2023-06-12,8,94,2022,16,89
