game_id,game_date,game_home_team,game_home_team_score,game_season,game_visitor_team,game_visitor_team_score
857786,2022-12-16,Celtics,109,2022,Magic,117
857787,2022-12-16,Thunder,110,2022,Timberwolves,112
857788,2022-12-16,Pistons,113,2022,Kings,122
857789,2022-12-16,76ers,118,2022,Warriors,106
857790,2022-12-16,Cavaliers,118,2022,Pacers,112
857791,2022-12-16,Mavericks,130,2022,Trail Blazers,110
857792,2022-12-17,Spurs,101,2022,Heat,111
857793,2022-12-17,Clippers,102,2022,Wizards,93
857794,2022-12-17,Cavaliers,100,2022,Mavericks,99
857795,2022-12-17,Rockets,95,2022,Trail Blazers,107
857796,2022-12-17,Bucks,123,2022,Jazz,97
857797,2022-12-17,Suns,118,2022,Pelicans,114
857798,2022-12-17,Thunder,115,2022,Grizzlies,109
857799,2022-12-18,Nuggets,119,2022,Hornets,115
857800,2022-12-18,Timberwolves,150,2022,Bulls,126
857801,2022-12-18,Celtics,92,2022,Magic,95
857802,2022-12-18,Raptors,110,2022,Warriors,126
857803,2022-12-18,Lakers,119,2022,Wizards,117
857804,2022-12-18,Pacers,106,2022,Knicks,109
857805,2022-12-18,Pistons,121,2022,Nets,124
857806,2022-12-19,Kings,119,2022,Hornets,125
857807,2022-12-19,Cavaliers,122,2022,Jazz,99
857808,2022-12-19,Rockets,105,2022,Spurs,124
857809,2022-12-19,Pelicans,119,2022,Bucks,128
857810,2022-12-19,Hawks,126,2022,Magic,125
857811,2022-12-19,Suns,130,2022,Lakers,104
857812,2022-12-19,Thunder,123,2022,Trail Blazers,121
857813,2022-12-19,Timberwolves,116,2022,Mavericks,106
857814,2022-12-19,76ers,104,2022,Raptors,101
857815,2022-12-20,Knicks,132,2022,Warriors,94
857816,2022-12-20,Pistons,111,2022,Jazz,126
857817,2022-12-20,Nuggets,105,2022,Grizzlies,91
857818,2022-12-20,Heat,103,2022,Bulls,113
857819,2022-12-20,Suns,110,2022,Wizards,113
857820,2022-12-21,Thunder,101,2022,Trail Blazers,98
857821,2022-12-21,Kings,134,2022,Lakers,120
857822,2022-12-21,Cavaliers,114,2022,Bucks,106
857823,2022-12-21,76ers,113,2022,Pistons,93
857824,2022-12-21,Hawks,108,2022,Bulls,110
857825,2022-12-21,Rockets,110,2022,Magic,116
857826,2022-12-21,Timberwolves,99,2022,Mavericks,104
857827,2022-12-21,Celtics,112,2022,Pacers,117
857828,2022-12-21,Nets,143,2022,Warriors,113
857829,2022-12-21,Knicks,106,2022,Raptors,113
857830,2022-12-21,Clippers,126,2022,Hornets,105
857831,2022-12-22,Pelicans,126,2022,Spurs,117
857832,2022-12-22,Jazz,120,2022,Wizards,112
857833,2022-12-23,76ers,119,2022,Clippers,114
857834,2022-12-23,Thunder,125,2022,Pelicans,128
857835,2022-12-23,Celtics,121,2022,Timberwolves,109
857836,2022-12-23,Magic,133,2022,Spurs,113
857837,2022-12-23,Knicks,117,2022,Bulls,118
857838,2022-12-23,Rockets,106,2022,Mavericks,112
857839,2022-12-23,Cavaliers,107,2022,Raptors,118
857840,2022-12-23,Heat,108,2022,Pacers,111
857841,2022-12-23,Nets,118,2022,Bucks,100
857842,2022-12-23,Hawks,130,2022,Pistons,105
857843,2022-12-23,Nuggets,120,2022,Trail Blazers,107
857844,2022-12-23,Suns,100,2022,Grizzlies,125
857845,2022-12-23,Kings,111,2022,Wizards,125
857846,2022-12-23,Lakers,130,2022,Hornets,134
857847,2022-12-25,Celtics,139,2022,Bucks,118
857848,2022-12-25,Warriors,123,2022,Grizzlies,109
857849,2022-12-25,Nuggets,128,2022,Suns,125
857850,2022-12-25,Knicks,112,2022,76ers,119
857851,2022-12-25,Mavericks,124,2022,Lakers,115
857852,2022-12-26,Bulls,118,2022,Rockets,133
857853,2022-12-26,Pelicans,113,2022,Pacers,93
857854,2022-12-26,Trail Blazers,124,2022,Hornets,113
857855,2022-12-26,Pistons,131,2022,Clippers,142
857856,2022-12-26,Spurs,126,2022,Jazz,122
857857,2022-12-26,Cavaliers,117,2022,Nets,125
857858,2022-12-26,Heat,113,2022,Timberwolves,110
857859,2022-12-27,Magic,110,2022,Lakers,129
857860,2022-12-27,Celtics,126,2022,Rockets,102
857861,2022-12-27,Pacers,129,2022,Hawks,114
857862,2022-12-27,Wizards,116,2022,76ers,111
857863,2022-12-27,Raptors,113,2022,Clippers,124
857864,2022-12-27,Thunder,130,2022,Spurs,114
857865,2022-12-27,Grizzlies,108,2022,Suns,125
857866,2022-12-27,Kings,106,2022,Nuggets,113
857867,2022-12-27,Mavericks,126,2022,Knicks,121
857868,2022-12-27,Warriors,110,2022,Hornets,105
857869,2022-12-28,Pelicans,119,2022,Timberwolves,118
857870,2022-12-28,Bulls,119,2022,Bucks,113
857871,2022-12-28,Wizards,127,2022,Suns,102
857872,2022-12-28,Heat,112,2022,Lakers,98
857873,2022-12-28,Pistons,121,2022,Magic,101
857874,2022-12-28,Kings,127,2022,Nuggets,126
857875,2022-12-28,Hawks,107,2022,Nets,108
857876,2022-12-28,Warriors,112,2022,Jazz,107
857877,2022-12-29,Raptors,106,2022,Grizzlies,119
857878,2022-12-29,Mavericks,129,2022,Rockets,114
857879,2022-12-29,Hornets,121,2022,Thunder,113
857880,2022-12-29,Pacers,135,2022,Cavaliers,126
857881,2022-12-29,Celtics,116,2022,Clippers,110
857882,2022-12-29,Spurs,122,2022,Knicks,115
857883,2022-12-30,Warriors,118,2022,Trail Blazers,112
857884,2022-12-30,Nuggets,124,2022,Heat,119
857885,2022-12-30,Pelicans,127,2022,76ers,116
857886,2022-12-30,Bucks,123,2022,Timberwolves,114
857887,2022-12-30,Bulls,132,2022,Pistons,118
857888,2022-12-30,Raptors,113,2022,Suns,104
857889,2022-12-30,Hawks,121,2022,Lakers,130
857890,2022-12-30,Magic,100,2022,Wizards,119
857891,2022-12-30,Kings,126,2022,Jazz,125
857892,2022-12-31,Pacers,131,2022,Clippers,130
857893,2022-12-31,Bulls,102,2022,Cavaliers,103
857894,2022-12-31,Hornets,106,2022,Nets,123
857895,2022-12-31,Jazz,123,2022,Heat,126
857896,2022-12-31,Thunder,96,2022,76ers,115
857897,2022-12-31,Rockets,88,2022,Knicks,108
857898,2022-12-31,Timberwolves,104,2022,Pistons,116
857899,2022-12-31,Grizzlies,116,2022,Pelicans,101
857900,2022-12-31,Spurs,125,2022,Mavericks,126
857901,2023-01-01,Bucks,95,2022,Wizards,118
857902,2023-01-01,Grizzlies,118,2022,Kings,108
857903,2023-01-01,Nuggets,123,2022,Celtics,111
857904,2023-01-02,Warriors,143,2022,Hawks,141
857905,2023-01-02,Timberwolves,124,2022,Nuggets,111
857906,2023-01-02,Pacers,122,2022,Raptors,114
857907,2023-01-02,Rockets,106,2022,Mavericks,111
857908,2023-01-02,Cavaliers,145,2022,Bulls,134
857909,2023-01-02,Knicks,102,2022,Suns,83
857910,2023-01-02,Hornets,115,2022,Lakers,121
857911,2023-01-02,76ers,120,2022,Pelicans,111
857912,2023-01-02,Trail Blazers,135,2022,Pistons,106
857913,2023-01-02,Nets,139,2022,Spurs,103
857914,2023-01-02,Clippers,100,2022,Heat,110
857915,2023-01-03,Bucks,123,2022,Wizards,113
857916,2023-01-03,Thunder,150,2022,Celtics,117
857917,2023-01-03,Jazz,115,2022,Kings,117
857918,2023-01-04,Bulls,121,2022,Nets,112
857919,2023-01-04,Magic,126,2022,Thunder,115
857920,2023-01-04,Timberwolves,113,2022,Trail Blazers,106
857921,2023-01-04,Knicks,117,2022,Spurs,114
857922,2023-01-04,Warriors,119,2022,Pistons,122
857923,2023-01-04,Hornets,107,2022,Grizzlies,131
857924,2023-01-04,Pelicans,119,2022,Rockets,108
857925,2023-01-04,Raptors,101,2022,Bucks,104
857926,2023-01-04,Cavaliers,90,2022,Suns,88
857927,2023-01-04,76ers,129,2022,Pacers,126
857928,2023-01-04,Lakers,112,2022,Heat,109
857929,2023-01-04,Kings,117,2022,Hawks,120
857930,2023-01-05,Mavericks,95,2022,Celtics,124
857931,2023-01-05,Magic,115,2022,Grizzlies,123
857932,2023-01-05,Nuggets,122,2022,Clippers,91
857933,2023-01-05,Rockets,114,2022,Jazz,131
857934,2023-01-06,Bucks,109,2022,Hornets,138
857935,2023-01-06,Thunder,127,2022,Wizards,110
857936,2023-01-06,Spurs,121,2022,Pistons,109
857937,2023-01-06,76ers,112,2022,Bulls,126
857938,2023-01-06,Timberwolves,128,2022,Clippers,115
857939,2023-01-06,Pelicans,102,2022,Nets,108
857940,2023-01-06,Suns,96,2022,Heat,104
857941,2023-01-06,Raptors,108,2022,Knicks,112
857942,2023-01-06,Pacers,108,2022,Trail Blazers,99
857943,2023-01-06,Nuggets,121,2022,Cavaliers,108
857944,2023-01-06,Lakers,130,2022,Hawks,114
857945,2023-01-07,Spurs,116,2022,Celtics,121
857946,2023-01-07,Bulls,126,2022,Jazz,118
857947,2023-01-07,Warriors,101,2022,Magic,115
857948,2023-01-07,Mavericks,127,2022,Pelicans,117
857949,2023-01-07,Kings,134,2022,Lakers,136
857950,2023-01-08,Grizzlies,123,2022,Jazz,118
857951,2023-01-08,Heat,101,2022,Nets,102
857952,2023-01-08,Rockets,96,2022,Timberwolves,104
857953,2023-01-08,Pistons,111,2022,76ers,123
857954,2023-01-08,Pacers,116,2022,Hornets,111
857955,2023-01-08,Raptors,117,2022,Trail Blazers,105
857956,2023-01-08,Thunder,120,2022,Mavericks,109
857957,2023-01-08,Suns,98,2022,Cavaliers,112
857958,2023-01-08,Clippers,108,2022,Hawks,112
857959,2023-01-09,Grizzlies,121,2022,Spurs,113
857960,2023-01-09,Knicks,107,2022,Bucks,111
857961,2023-01-09,Celtics,107,2022,Bulls,99
857962,2023-01-09,Nuggets,122,2022,Lakers,109
857963,2023-01-09,Wizards,112,2022,Pelicans,132
857964,2023-01-09,Kings,136,2022,Magic,111
857965,2023-01-10,Heat,112,2022,Thunder,111
857966,2023-01-10,76ers,147,2022,Pistons,116
857967,2023-01-10,Trail Blazers,106,2022,Magic,109
857968,2023-01-10,Clippers,113,2022,Mavericks,101
857969,2023-01-10,Warriors,113,2022,Suns,125
857970,2023-01-10,Jazz,116,2022,Cavaliers,114
857971,2023-01-10,Raptors,132,2022,Hornets,120
857972,2023-01-11,Wizards,100,2022,Bulls,97
857973,2023-01-11,Nuggets,126,2022,Suns,97
857974,2023-01-11,Kings,135,2022,Rockets,115
857975,2023-01-11,Celtics,125,2022,Pelicans,114
857976,2023-01-11,Pistons,135,2022,Timberwolves,118
857977,2023-01-11,Grizzlies,135,2022,Spurs,129
857978,2023-01-11,Knicks,119,2022,Pacers,113
857979,2023-01-11,Hawks,105,2022,Bucks,114
857980,2023-01-12,76ers,114,2022,Thunder,133
857981,2023-01-12,Raptors,124,2022,Hornets,114
857982,2023-01-12,Lakers,115,2022,Mavericks,119
857983,2023-01-12,Trail Blazers,113,2022,Cavaliers,119
857984,2023-01-12,Nets,98,2022,Celtics,109
857985,2023-01-12,Heat,108,2022,Bucks,102
857986,2023-01-13,Kings,139,2022,Rockets,114
857987,2023-01-13,Wizards,108,2022,Knicks,112
857988,2023-01-13,Clippers,103,2022,Nuggets,115
857989,2023-01-13,Pistons,110,2022,Pelicans,116
857990,2023-01-13,Timberwolves,121,2022,Suns,116
857991,2023-01-13,Pacers,111,2022,Hawks,113
857992,2023-01-13,Spurs,113,2022,Warriors,144
857993,2023-01-13,Jazz,112,2022,Magic,108
857994,2023-01-13,Bulls,110,2022,Thunder,124
857995,2023-01-14,Pacers,112,2022,Grizzlies,130
857996,2023-01-14,Raptors,103,2022,Hawks,114
857997,2023-01-14,Jazz,117,2022,76ers,118
857998,2023-01-14,Heat,111,2022,Bucks,95
857999,2023-01-14,Trail Blazers,136,2022,Mavericks,119
858000,2023-01-14,Hornets,106,2022,Celtics,122
858001,2023-01-14,Timberwolves,110,2022,Cavaliers,102
858002,2023-01-15,Bulls,132,2022,Warriors,118
858003,2023-01-15,Pistons,104,2022,Knicks,117
858004,2023-01-15,Nuggets,119,2022,Magic,116
858005,2023-01-15,Clippers,121,2022,Rockets,100
858006,2023-01-15,Spurs,119,2022,Kings,132
858007,2023-01-15,Lakers,112,2022,76ers,113
858008,2023-01-15,Nets,102,2022,Thunder,112
858009,2023-01-15,Trail Blazers,140,2022,Mavericks,123
858010,2023-01-16,Lakers,140,2022,Rockets,132
858011,2023-01-16,Hawks,121,2022,Heat,113
858012,2023-01-16,Wizards,118,2022,Warriors,127
858013,2023-01-16,Bucks,132,2022,Pacers,119
858014,2023-01-16,Cavaliers,113,2022,Pelicans,103
858015,2023-01-16,Grizzlies,136,2022,Suns,106
858016,2023-01-16,Timberwolves,125,2022,Jazz,126
858017,2023-01-16,Hornets,118,2022,Celtics,130
858018,2023-01-16,Knicks,121,2022,Raptors,123
858019,2023-01-17,Spurs,106,2022,Nets,98
858020,2023-01-17,Bucks,130,2022,Raptors,122
858021,2023-01-17,Clippers,110,2022,76ers,120
858022,2023-01-17,Nuggets,122,2022,Trail Blazers,113
858023,2023-01-18,Lakers,111,2022,Kings,116
858024,2023-01-18,Thunder,126,2022,Pacers,106
858025,2023-01-18,Grizzlies,115,2022,Cavaliers,114
858026,2023-01-18,Pelicans,98,2022,Heat,124
858027,2023-01-18,Jazz,126,2022,Clippers,103
858028,2023-01-18,Rockets,117,2022,Hornets,122
858029,2023-01-18,Knicks,105,2022,Wizards,116
858030,2023-01-18,Nuggets,122,2022,Timberwolves,118
858031,2023-01-18,Mavericks,122,2022,Hawks,130
858032,2023-01-19,Pistons,108,2022,Bulls,126
858033,2023-01-19,Suns,117,2022,Nets,112
858034,2023-01-19,Celtics,121,2022,Warriors,118
858035,2023-01-19,Timberwolves,128,2022,Raptors,126
858036,2023-01-19,Trail Blazers,95,2022,76ers,105
858037,2023-01-20,Kings,118,2022,Thunder,113
858038,2023-01-20,Cavaliers,114,2022,Warriors,120
858039,2023-01-20,Magic,123,2022,Pelicans,110
858040,2023-01-20,Mavericks,115,2022,Heat,90
858041,2023-01-20,Spurs,126,2022,Clippers,131
858042,2023-01-20,Jazz,106,2022,Nets,117
858043,2023-01-20,Nuggets,134,2022,Pacers,111
858044,2023-01-20,Lakers,122,2022,Grizzlies,121
858045,2023-01-20,Hawks,139,2022,Knicks,124
858046,2023-01-21,Timberwolves,113,2022,Rockets,104
858047,2023-01-21,Cavaliers,114,2022,Bucks,102
858048,2023-01-21,Suns,112,2022,Pacers,107
858049,2023-01-21,Raptors,104,2022,Celtics,106
858050,2023-01-21,Kings,127,2022,76ers,129
858051,2023-01-21,Wizards,138,2022,Magic,118
858052,2023-01-21,Hawks,118,2022,Hornets,122
858053,2023-01-22,Heat,100,2022,Pelicans,96
858054,2023-01-22,Nuggets,99,2022,Thunder,101
858055,2023-01-22,Warriors,116,2022,Nets,120
858056,2023-01-22,Raptors,125,2022,Knicks,116
858057,2023-01-22,Trail Blazers,112,2022,Lakers,121
858058,2023-01-22,Mavericks,98,2022,Clippers,112
858059,2023-01-22,Suns,112,2022,Grizzlies,110
858060,2023-01-23,Pistons,130,2022,Bucks,150
858061,2023-01-23,Rockets,119,2022,Timberwolves,114
858062,2023-01-23,Trail Blazers,147,2022,Spurs,127
858063,2023-01-23,Kings,133,2022,Grizzlies,100
858064,2023-01-23,Jazz,120,2022,Hornets,102
858065,2023-01-23,Bulls,111,2022,Hawks,100
858066,2023-01-23,Magic,113,2022,Celtics,98
858067,2023-01-24,Knicks,105,2022,Cavaliers,103
858068,2023-01-24,Pelicans,98,2022,Nuggets,99
858069,2023-01-24,Heat,98,2022,Celtics,95
858070,2023-01-24,Pacers,116,2022,Bulls,110
858071,2023-01-24,Mavericks,126,2022,Wizards,127
858072,2023-01-24,Suns,128,2022,Hornets,97
858073,2023-01-24,Lakers,115,2022,Clippers,133
858074,2023-01-25,Kings,95,2022,Raptors,113
858075,2023-01-25,Lakers,113,2022,Spurs,104
858076,2023-01-25,Magic,126,2022,Pacers,120
858077,2023-01-25,76ers,137,2022,Nets,133
858078,2023-01-25,Rockets,103,2022,Wizards,108
858079,2023-01-25,Thunder,132,2022,Hawks,137
858080,2023-01-25,Warriors,122,2022,Grizzlies,120
858081,2023-01-25,Bucks,107,2022,Nuggets,99
858082,2023-01-25,Pelicans,102,2022,Timberwolves,111
858083,2023-01-25,Trail Blazers,134,2022,Jazz,124
858084,2023-01-26,Clippers,138,2022,Spurs,100
858085,2023-01-26,Hornets,111,2022,Bulls,96
858086,2023-01-26,Nets,122,2022,Pistons,130
858087,2023-01-26,Rockets,95,2022,Cavaliers,113
858088,2023-01-26,Suns,95,2022,Mavericks,99
858089,2023-01-26,Celtics,117,2022,Knicks,120
858090,2023-01-27,Warriors,129,2022,Raptors,117
858091,2023-01-27,Thunder,112,2022,Cavaliers,100
858092,2023-01-27,Heat,110,2022,Magic,105
858093,2023-01-27,Pacers,131,2022,Bucks,141
858094,2023-01-27,Timberwolves,111,2022,Grizzlies,100
858095,2023-01-28,Jazz,108,2022,Mavericks,100
858096,2023-01-28,Celtics,125,2022,Lakers,121
858097,2023-01-28,Timberwolves,117,2022,Kings,110
858098,2023-01-28,Pistons,114,2022,Rockets,117
858099,2023-01-28,Pelicans,103,2022,Wizards,113
858100,2023-01-28,76ers,126,2022,Nuggets,119
858101,2023-01-28,Spurs,118,2022,Suns,128
858102,2023-01-28,Hawks,113,2022,Clippers,120
858103,2023-01-28,Nets,122,2022,Knicks,115
858104,2023-01-28,Magic,109,2022,Bulls,128
858105,2023-01-28,Trail Blazers,105,2022,Raptors,123
858106,2023-01-29,Hornets,122,2022,Heat,117
858107,2023-01-29,Grizzlies,112,2022,Pacers,100
858108,2023-01-29,Bucks,135,2022,Pelicans,110
858109,2023-01-29,Cavaliers,122,2022,Clippers,99
858110,2023-01-30,76ers,109,2022,Magic,119
858111,2023-01-30,Thunder,120,2022,Warriors,128
858112,2023-01-30,Spurs,106,2022,Wizards,127
858113,2023-01-30,Mavericks,111,2022,Pistons,105
858114,2023-01-30,Suns,114,2022,Raptors,106
858115,2023-01-30,Nets,121,2022,Lakers,104
858116,2023-01-30,Trail Blazers,129,2022,Hawks,125
858117,2023-01-30,Timberwolves,111,2022,Kings,118
858118,2023-01-31,Bulls,103,2022,Clippers,108
858119,2023-01-31,Cavaliers,97,2022,Heat,100
858120,2023-01-31,Nuggets,122,2022,Pelicans,113
858121,2023-01-31,Knicks,123,2022,Lakers,129
858122,2023-01-31,Bucks,124,2022,Hornets,115
858123,2023-02-01,Suns,100,2022,Hawks,132
858124,2023-02-01,Jazz,131,2022,Raptors,128
858125,2023-02-01,Pistons,117,2022,Wizards,119
858126,2023-02-01,Spurs,109,2022,Kings,119
858127,2023-02-01,Grizzlies,112,2022,Trail Blazers,122
858128,2023-02-01,Celtics,139,2022,Nets,96
858129,2023-02-01,Rockets,112,2022,Thunder,106
858130,2023-02-01,Timberwolves,119,2022,Warriors,114
858131,2023-02-01,76ers,105,2022,Magic,94
858132,2023-02-02,Knicks,106,2022,Heat,104
858133,2023-02-02,Nuggets,134,2022,Warriors,117
858134,2023-02-02,Pacers,111,2022,Lakers,112
858135,2023-02-02,Bulls,114,2022,Hornets,98
858136,2023-02-02,Cavaliers,128,2022,Grizzlies,113
858137,2023-02-02,Bucks,106,2022,Clippers,105
858138,2023-02-02,Mavericks,111,2022,Pelicans,106
858139,2023-02-03,Jazz,108,2022,Hawks,115
858140,2023-02-03,Rockets,111,2022,Raptors,117
858141,2023-02-03,Timberwolves,120,2022,Magic,127
858142,2023-02-03,Celtics,94,2022,Suns,106
858143,2023-02-03,Spurs,125,2022,76ers,137
858144,2023-02-03,Pistons,118,2022,Hornets,112
858145,2023-02-03,Pacers,107,2022,Kings,104
858146,2023-02-03,Wizards,116,2022,Trail Blazers,124
858147,2023-02-04,Knicks,128,2022,Clippers,134
858148,2023-02-04,Nuggets,128,2022,Hawks,108
858149,2023-02-04,Nets,125,2022,Wizards,123
858150,2023-02-04,Bulls,129,2022,Trail Blazers,121
858151,2023-02-04,Pistons,100,2022,Suns,116
858152,2023-02-04,Warriors,119,2022,Mavericks,113
858153,2023-02-04,Pelicans,131,2022,Lakers,126
858154,2023-02-04,Bucks,123,2022,Heat,115
858155,2023-02-04,Thunder,153,2022,Rockets,121
858156,2023-02-05,Pelicans,136,2022,Kings,104
858157,2023-02-05,Grizzlies,103,2022,Raptors,106
858158,2023-02-05,Pacers,103,2022,Cavaliers,122
858159,2023-02-05,Timberwolves,128,2022,Nuggets,98
858160,2023-02-05,Hornets,113,2022,Magic,119
858161,2023-02-05,Knicks,108,2022,76ers,97
858162,2023-02-06,Trail Blazers,108,2022,Bucks,127
858163,2023-02-06,Nets,116,2022,Clippers,124
858164,2023-02-06,Rockets,120,2022,Kings,140
858165,2023-02-06,Pistons,99,2022,Celtics,111
858166,2023-02-06,Jazz,111,2022,Mavericks,124
858167,2023-02-06,Bulls,128,2022,Spurs,104
858168,2023-02-06,Wizards,91,2022,Cavaliers,114
858169,2023-02-06,Warriors,141,2022,Thunder,114
858170,2023-02-07,Nuggets,146,2022,Timberwolves,112
858171,2023-02-07,Pelicans,116,2022,Hawks,107
858172,2023-02-07,Nets,112,2022,Suns,116
858173,2023-02-07,Grizzlies,104,2022,Bulls,89
858174,2023-02-07,Lakers,130,2022,Thunder,133
858175,2023-02-07,Magic,98,2022,Knicks,102
858176,2023-02-08,Cavaliers,113,2022,Pistons,85
858177,2023-02-08,Wizards,118,2022,Hornets,104
858178,2023-02-08,Trail Blazers,125,2022,Warriors,122
858179,2023-02-08,Clippers,104,2022,Mavericks,110
858180,2023-02-08,Jazz,118,2022,Timberwolves,143
858181,2023-02-08,Raptors,112,2022,Spurs,98
858182,2023-02-08,Heat,116,2022,Pacers,111
858183,2023-02-08,Celtics,106,2022,76ers,99
858184,2023-02-08,Rockets,128,2022,Kings,130
858185,2023-02-09,Hawks,116,2022,Suns,107
858186,2023-02-09,Nets,116,2022,Bulls,105
858187,2023-02-09,Magic,115,2022,Nuggets,104
858188,2023-02-09,Lakers,106,2022,Bucks,115
858189,2023-02-10,Heat,97,2022,Rockets,95
858190,2023-02-10,Grizzlies,128,2022,Timberwolves,107
858191,2023-02-10,Pacers,104,2022,Suns,117
858192,2023-02-10,Pistons,138,2022,Spurs,131
858193,2023-02-10,76ers,119,2022,Knicks,108
858194,2023-02-10,Pelicans,107,2022,Cavaliers,118
858195,2023-02-10,Celtics,127,2022,Hornets,116
858196,2023-02-10,Kings,114,2022,Mavericks,122
858197,2023-02-10,Trail Blazers,129,2022,Thunder,138
858198,2023-02-10,Raptors,116,2022,Jazz,122
858199,2023-02-10,Clippers,106,2022,Bucks,119
858200,2023-02-11,Nets,98,2022,76ers,101
858201,2023-02-11,Wizards,127,2022,Pacers,113
858202,2023-02-11,Warriors,103,2022,Lakers,109
858203,2023-02-11,Cavaliers,97,2022,Bulls,89
858204,2023-02-11,Knicks,126,2022,Jazz,120
858205,2023-02-11,Magic,103,2022,Heat,107
858206,2023-02-11,Hornets,105,2022,Nuggets,119
858207,2023-02-11,Hawks,125,2022,Spurs,106
858208,2023-02-11,Kings,133,2022,Mavericks,128
858209,2023-02-12,Raptors,119,2022,Pistons,118
858210,2023-02-12,Celtics,119,2022,Grizzlies,109
858211,2023-02-13,Mavericks,121,2022,Timberwolves,124
858212,2023-02-13,Warriors,135,2022,Wizards,126
858213,2023-02-13,Cavaliers,117,2022,Spurs,109
858214,2023-02-13,Heat,108,2022,Nuggets,112
858215,2023-02-13,76ers,123,2022,Rockets,104
858216,2023-02-13,Hornets,144,2022,Hawks,138
858217,2023-02-13,Knicks,124,2022,Nets,106
